#time	Amp	HF TGC
0.0	0.433	0.005	0.630
0.1	0.501	0.013	0.630
0.2	0.553	0.973	0.315
0.3	0.587	-0.318	0.315
0.4	0.600	-1.011	0.787
0.5	0.594	-0.216	0.787
0.6	0.572	0.194	0.630
0.7	0.536	0.406	0.472
0.8	0.494	0.217	0.315
0.9	0.450	-0.003	0.472
1.0	0.409	0.249	0.630
1.1	0.376	0.115	0.630
1.2	0.354	-0.034	0.630
1.3	0.343	0.548	0.472
1.4	0.344	0.052	0.472
1.5	0.354	-0.184	0.630
1.6	0.371	-0.019	0.630
1.7	0.392	-0.783	0.630
1.8	0.413	-0.192	0.630
1.9	0.431	0.343	0.472
2.0	0.444	0.178	0.472
2.1	0.449	0.178	0.472
2.2	0.446	0.044	0.472
2.3	0.434	-0.231	0.630
2.4	0.415	-0.342	0.472
2.5	0.388	-0.271	0.472
2.6	0.356	-0.468	0.472
2.7	0.319	-0.019	0.472
2.8	0.280	0.241	0.472
2.9	0.240	0.225	0.472
3.0	0.201	0.233	0.472
3.1	0.165	0.060	0.472
3.2	0.131	-0.011	0.472
3.3	0.102	0.036	0.472
3.4	0.078	0.013	0.472
3.5	0.059	0.005	0.472
3.6	0.045	0.068	0.472
3.7	0.036	0.013	0.472
3.8	0.031	-0.027	0.472
3.9	0.029	-0.011	0.472
4.0	0.029	-0.058	0.472
4.1	0.031	-0.034	0.472
4.2	0.032	0.005	0.472
4.3	0.034	0.005	0.472
4.4	0.034	0.029	0.472
4.5	0.033	0.036	0.472
4.6	0.031	0.005	0.472
4.7	0.028	0.005	0.472
4.8	0.025	-0.003	0.472
4.9	0.021	-0.019	0.472
5.0	0.017	-0.003	0.472
5.1	0.014	0.005	0.472
5.2	0.012	-0.011	0.472
5.3	0.011	-0.003	0.472
5.4	0.011	-0.011	0.630
5.5	0.011	-0.019	0.472
5.6	0.012	-0.003	0.472
5.7	0.014	0.005	0.472
5.8	0.016	0.005	0.472
5.9	0.017	0.021	0.472
6.0	0.018	0.021	0.472
6.1	0.019	0.013	0.472
6.2	0.019	0.005	0.472
6.3	0.018	-0.003	0.472
6.4	0.017	-0.011	0.472
6.5	0.015	-0.011	0.472
6.6	0.013	-0.011	0.630
6.7	0.011	-0.003	0.472
6.8	0.009	0.005	0.472
6.9	0.007	0.005	0.472
7.0	0.005	-0.003	0.472
7.1	0.004	-0.003	0.472
7.2	0.004	-0.003	0.472
7.3	0.003	-0.003	0.472
7.4	0.003	-0.003	0.472
7.5	0.003	0.005	0.472
7.6	0.003	-0.003	0.472
7.7	0.004	-0.003	0.472
7.8	0.004	-0.003	0.630
7.9	0.005	-0.003	0.472
8.0	0.005	-0.003	0.472
8.1	0.005	-0.003	0.630
8.2	0.005	-0.003	0.472
8.3	0.005	-0.003	0.472
8.4	0.005	0.005	0.472
8.5	0.005	0.005	0.472
8.6	0.005	0.005	0.472
8.7	0.005	-0.003	0.472
8.8	0.005	-0.003	0.472
8.9	0.005	-0.003	0.472
9.0	0.005	-0.003	0.630
9.1	0.005	-0.003	0.472
9.2	0.005	-0.003	0.472
9.3	0.005	0.005	0.630
9.4	0.005	-0.003	0.472
9.5	0.006	-0.003	0.472
9.6	0.006	0.005	0.472
9.7	0.006	-0.003	0.472
9.8	0.006	-0.003	0.472
9.9	0.006	0.005	0.472
10.0	0.006	-0.003	0.472
10.1	0.006	0.005	0.472
10.2	0.006	0.005	0.630
10.3	0.005	0.005	0.472
10.4	0.005	-0.003	0.472
10.5	0.005	0.005	0.630
10.6	0.005	-0.003	0.630
10.7	0.005	-0.003	0.630
10.8	0.005	-0.003	0.630
10.9	0.005	-0.003	0.630
11.0	0.005	-0.003	0.472
11.1	0.005	-0.003	0.472
11.2	0.005	-0.003	0.472
11.3	0.005	-0.003	0.472
11.4	0.005	0.005	0.472
11.5	0.005	0.005	0.472
11.6	0.005	-0.003	0.472
11.7	0.005	0.005	0.472
11.8	0.005	-0.003	0.472
11.9	0.005	0.005	0.472
12.0	0.005	-0.003	0.472
12.1	0.005	-0.003	0.472
12.2	0.005	-0.003	0.472
12.3	0.005	-0.003	0.472
12.4	0.005	-0.003	0.472
12.5	0.005	-0.003	0.472
12.6	0.005	0.005	0.472
12.7	0.006	0.005	0.472
12.8	0.006	0.005	0.472
12.9	0.006	0.005	0.630
13.0	0.006	-0.003	0.472
13.1	0.006	-0.003	0.472
13.2	0.005	0.005	0.472
13.3	0.005	-0.003	0.472
13.4	0.005	-0.003	0.472
13.5	0.005	-0.003	0.472
13.6	0.004	-0.003	0.472
13.7	0.004	-0.003	0.472
13.8	0.004	-0.003	0.630
13.9	0.004	-0.003	0.472
14.0	0.004	-0.003	0.472
14.1	0.004	0.005	0.472
14.2	0.005	-0.003	0.472
14.3	0.005	-0.003	0.472
14.4	0.005	0.005	0.472
14.5	0.005	-0.003	0.472
14.6	0.006	-0.003	0.472
14.7	0.006	0.005	0.472
14.8	0.006	-0.003	0.472
14.9	0.006	-0.003	0.472
15.0	0.006	0.005	0.630
15.1	0.005	0.005	0.472
15.2	0.005	-0.003	0.472
15.3	0.005	0.005	0.630
15.4	0.005	-0.003	0.472
15.5	0.004	-0.003	0.472
15.6	0.004	-0.003	0.472
15.7	0.004	-0.003	0.472
15.8	0.004	-0.003	0.472
15.9	0.004	-0.003	0.472
16.0	0.005	-0.003	0.472
16.1	0.005	-0.003	0.472
16.2	0.005	0.005	0.630
16.3	0.005	-0.003	0.472
16.4	0.005	0.005	0.472
16.5	0.005	0.005	0.630
16.6	0.005	-0.003	0.472
16.7	0.005	0.005	0.472
16.8	0.005	-0.003	0.472
16.9	0.005	-0.003	0.472
17.0	0.005	-0.003	0.472
17.1	0.004	-0.003	0.472
17.2	0.004	-0.003	0.472
17.3	0.004	-0.003	0.472
17.4	0.004	-0.003	0.472
17.5	0.004	-0.003	0.472
17.6	0.004	-0.003	0.472
17.7	0.004	0.005	0.630
17.8	0.004	-0.003	0.472
17.9	0.004	-0.003	0.472
18.0	0.004	0.005	0.472
18.1	0.004	-0.003	0.472
18.2	0.004	-0.003	0.472
18.3	0.004	-0.003	0.472
18.4	0.005	-0.003	0.472
18.5	0.005	-0.003	0.472
18.6	0.005	-0.003	0.630
18.7	0.005	-0.003	0.472
18.8	0.005	-0.003	0.472
18.9	0.005	0.005	0.472
19.0	0.005	-0.003	0.472
19.1	0.005	0.005	0.472
19.2	0.005	0.005	0.472
19.3	0.006	-0.003	0.472
19.4	0.006	-0.003	0.472
19.5	0.006	0.005	0.472
19.6	0.006	-0.003	0.472
