#x y
-0.00210	-0.02332
-0.00208	-0.02332
-0.00205	-0.02332
-0.00203	-0.02332
-0.00200	-0.02332
-0.00198	-0.02332
-0.00195	-0.02156
-0.00193	-0.02332
-0.00190	-0.02332
-0.00188	-0.02332
-0.00185	-0.02332
-0.00183	-0.02231
-0.00180	-0.02332
-0.00178	-0.02445
-0.00175	-0.02332
-0.00173	-0.02432
-0.00170	-0.02533
-0.00168	-0.02244
-0.00165	-0.02332
-0.00163	-0.02332
-0.00160	-0.02332
-0.00158	-0.02332
-0.00155	-0.02332
-0.00153	-0.02231
-0.00150	-0.02332
-0.00148	-0.02332
-0.00145	-0.02520
-0.00143	-0.02319
-0.00140	-0.02332
-0.00138	-0.02332
-0.00135	-0.02332
-0.00133	-0.02319
-0.00130	-0.02332
-0.00128	-0.02231
-0.00125	-0.02332
-0.00123	-0.02319
-0.00120	-0.02332
-0.00118	-0.02231
-0.00115	-0.02144
-0.00113	-0.02244
-0.00110	-0.02533
-0.00108	-0.02533
-0.00105	-0.02332
-0.00103	-0.02332
-0.00100	-0.02332
-0.00098	-0.02332
-0.00095	-0.02332
-0.00093	-0.02332
-0.00090	-0.02332
-0.00088	-0.02332
-0.00085	-0.02332
-0.00083	-0.02131
-0.00080	-0.02332
-0.00078	-0.02244
-0.00075	-0.02332
-0.00073	-0.02244
-0.00070	-0.02332
-0.00068	-0.02332
-0.00065	-0.02156
-0.00063	-0.02445
-0.00060	-0.02332
-0.00058	-0.02244
-0.00055	-0.02144
-0.00053	-0.02231
-0.00050	-0.02332
-0.00048	-0.02244
-0.00045	-0.02332
-0.00043	-0.02432
-0.00040	-0.02332
-0.00038	-0.02332
-0.00035	-0.02533
-0.00033	-0.02445
-0.00030	-0.02520
-0.00028	-0.02445
-0.00025	-0.02345
-0.00023	-0.02445
-0.00020	-0.02533
-0.00018	-0.02332
-0.00015	-0.02533
-0.00013	-0.02533
-0.00010	-0.02345
-0.00008	-0.02533
-0.00005	-0.02721
-0.00003	-0.02533
0.04318	-0.02030
0.04320	-0.01742
0.04323	-0.01829
0.04325	-0.01943
0.04328	-0.01842
0.04330	-0.01729
0.04333	-0.01528
0.04335	-0.01339
0.04338	0.11638
0.04340	0.12944
0.04343	0.14163
0.04345	0.14967
0.04348	0.15846
0.04350	0.16362
0.04353	0.16563
0.04355	0.16563
0.04358	0.16374
0.04360	0.15959
0.04363	0.15356
0.04365	0.14351
0.04368	0.13321
0.04370	0.12140
0.04373	0.10620
0.04375	0.09301
0.04378	0.07618
0.04380	0.05708
0.04383	0.04188
0.04385	0.01889
0.04388	0.00080
0.04390	-0.01930
0.04393	-0.03852
0.04395	-0.05561
0.04398	-0.07659
0.04400	-0.09367
0.04403	-0.10975
0.04405	-0.12583
0.04408	-0.14003
0.04410	-0.14995
0.04413	-0.16289
0.04415	-0.17005
0.04418	-0.17709
0.04420	-0.18211
0.04423	-0.18513
0.04425	-0.18412
0.04428	-0.18513
0.04430	-0.18199
0.04433	-0.17809
0.04435	-0.17194
0.04438	-0.16088
0.04440	-0.15184
0.04443	-0.13877
0.04445	-0.12772
0.04448	-0.11176
0.04450	-0.09380
0.04453	-0.08161
0.04455	-0.06352
0.04458	-0.04644
0.04460	-0.03136
0.04463	-0.01528
0.04465	0.00281
0.04468	0.01990
0.04470	0.03497
0.04473	0.05005
0.04475	0.05909
0.04478	0.07517
0.04480	0.08723
0.04483	0.09427
0.04485	0.10331
0.04488	0.10821
0.04490	0.11336
0.04493	0.11424
0.04495	0.11738
0.04498	0.11738
0.04500	0.11713
0.04503	0.11110
0.04505	0.10520
0.04508	0.09816
0.04510	0.08924
0.04513	0.07819
0.04515	0.06713
0.04518	0.05809
0.04520	0.04502
0.04523	0.03183
0.04525	0.01688
0.04528	0.00281
0.04530	-0.01138
0.04533	-0.02558
0.04535	-0.03953
0.04538	-0.05448
0.04540	-0.06754
0.04543	-0.08061
0.04545	-0.09166
0.04548	-0.10473
0.04550	-0.11377
0.04553	-0.12181
0.04555	-0.12985
0.04558	-0.13588
0.04560	-0.13978
0.04563	-0.14279
0.04565	-0.14392
0.04568	-0.14292
0.04570	-0.14191
0.04573	-0.13789
0.04575	-0.13375
0.04578	-0.13073
0.04580	-0.12181
0.04583	-0.11377
0.04585	-0.10372
0.04588	-0.09455
0.04590	-0.08538
0.04593	-0.07156
0.04595	-0.05950
0.04598	-0.04744
0.04600	-0.03538
0.04603	-0.02332
0.04605	-0.01314
0.04608	0.00080
0.04610	0.01286
0.04613	0.02505
0.04615	0.03485
0.04618	0.04314
0.04620	0.05105
0.04623	0.06110
0.04625	0.06512
0.04628	0.07404
0.04630	0.07718
0.04633	0.07894
0.04635	0.08120
0.04638	0.08020
0.04640	0.08120
0.04643	0.07718
0.04645	0.07304
0.04648	0.06713
0.04650	0.06500
0.04653	0.05608
0.04655	0.05093
0.04658	0.03987
0.04660	0.03296
0.04663	0.02178
0.04665	0.01274
0.04668	0.00080
0.04670	-0.00925
0.04673	-0.02131
0.04675	-0.03149
0.04678	-0.04141
0.04680	-0.04945
0.04683	-0.06164
0.04685	-0.06955
0.04688	-0.07659
0.04690	-0.08563
0.04693	-0.09179
0.04695	-0.09769
0.04698	-0.10460
0.04700	-0.10950
0.04703	-0.10975
0.04705	-0.11176
0.04708	-0.11264
0.04710	-0.11164
0.04713	-0.10975
0.04715	-0.10774
